UI_20150317_000001	{@st41b}各种大师职业类别{nl}你可以了解的特点.{/}
UI_20150729_001739	{@st59}Close Arrow Crafting.{/}
UI_20150729_001740	Fragments needed : Mutant %s / Beast %s / Plant %s
UI_20150729_001741	{@st42b}Swordsman types can run by double tapping directional key.{/}
UI_20150729_001742	{@st41}Party Settings
UI_20150729_001743	{@st41}Party Gathering Settings
UI_20150729_001744	{@st42}User Party Search Function{/}
UI_20150729_001745	If there is a player matching your conditions, [Patry condition matched!] message will be shown.
UI_20150729_001746	{@st41b}Recommended Player List{/}
UI_20150729_001747	{@st41}Attribute Information
UI_20150729_001748	{@st59}Cancel Enhancement{/}
UI_20150729_001749	{@st59b}Gem/Card Enhancement{nl}{@st59s} - Select Gem or Card to enhance from your inventory{nl} - All items except quest items can be used as 材料{nl} (Most effective when using Gem as material){nl} - Card can only be enhanced by using other cards{/}
UI_20150729_001750	{#000000}{s22}Waiting to enter server..
UI_20150729_001751	{#000000}{s22}Server full. Queing for entry.
UI_20150729_001752	{#000000}{s22}Current Rank : %s
UI_20150729_001753	{@st43}Team Battle League
UI_20150729_001754	{@st59}Close Team Battle League
UI_20150729_001755	{@st42}Team Battle League Schedule
UI_20150729_001756	{@st43}Team Battle League Rankings
UI_20150729_001757	{@st59}Close Team Battle League Rankings
UI_20150729_001758	Team Name
UI_20150729_001759	{@st41b}技能名称
UI_20150729_001760	{@st59}Accept Party Mission{/}
UI_20150729_001761	{@st59}Delete this ticket.{/}
UI_20150729_001762	分数
UI_20150729_001763	Join Team Battle League
UI_20150730_001764	{@st56}我的 等级
UI_20150730_001765	{@st56}击杀 等级
UI_20150730_001766	{@st56}伤害 等级
UI_20150803_001767	General: /s chat{nl}Shout: /y chat {nl}Party: /p chat{nl} Whisper: /w TeamName Chat
UI_20150803_001768	{@st66b}手柄震动{/}
UI_20150803_001769	Found match. Please wait until you joint the game.
UI_20150803_001770	{@st43}{s18}Please select the character to receive items.{/}
UI_20150804_001771	最大栏位 %s 个
