ITEM_20150317_000001	Empty_头盔 
ITEM_20150323_004122	 
ITEM_20150323_004123	小型 Stone Statue的羽翼 
ITEM_20150323_004124	 
ITEM_20150323_004125	Blunt 木质Piece 
ITEM_20150323_004126	A blunt药片 of wood that used to be the head of a wood 平地锤 
ITEM_20150323_004127	木质魔棒药片 
ITEM_20150323_004128	A 木质魔棒 that used to be part of the shaft of a wood 平地锤 
ITEM_20150323_004129	 
ITEM_20150323_004130	A 木质平地锤 that is used to open kegs. Poorly made, it is not very durable. 
ITEM_20150323_004131	 
ITEM_20150323_004132	 
ITEM_20150323_004133	 
ITEM_20150323_004134	 
ITEM_20150323_004135	Bitter Drink 
ITEM_20150323_004136	 
ITEM_20150323_004137	 
ITEM_20150323_004138	 
ITEM_20150323_004139	 
ITEM_20150323_004140	 
ITEM_20150323_004141	 
ITEM_20150323_004142	Full 毒性 Jar 
ITEM_20150323_004143	A jar full of a 魔物的毒性. 
ITEM_20150323_004144	 
ITEM_20150323_004145	 
ITEM_20150323_004146	 
ITEM_20150323_004147	 
ITEM_20150323_004148	 
ITEM_20150323_004149	 
ITEM_20150323_004150	 
ITEM_20150323_004151	Pickaxe 
ITEM_20150323_004152	 
ITEM_20150323_004153	Rake 
ITEM_20150323_004154	An handwritten recommendation from Horacius 
ITEM_20150323_004155	 
ITEM_20150323_004156	 
ITEM_20150323_004157	 
ITEM_20150323_004158	 
ITEM_20150323_004159	Fresh meat taken from 魔物们 
ITEM_20150323_004160	 
ITEM_20150323_004161	A chewy beef jerky properly dried with a dryer 
ITEM_20150323_004162	 
ITEM_20150323_004163	Seed Bag 
ITEM_20150323_004164	 
ITEM_20150323_004165	Lump of Meat 
ITEM_20150323_004166	Lump of Meat from an unknown source. 
ITEM_20150323_004167	A list of signatures of people agreeing to revolt. 
ITEM_20150323_004168	小型 Statue  
ITEM_20150323_004169	 
ITEM_20150323_004170	Coarse Bark 
ITEM_20150323_004171	A Tipio的Skin that的needed to recruit the Peltasta的assistance. 
ITEM_20150323_004172	Priest Yosana的Rese拱形
ITEM_20150323_004173	A rese拱形report written by Priest Yosana. It contains rese拱形on the 类型s of curses. 
ITEM_20150323_004174	Priest Roana的Rese拱形
ITEM_20150323_004175	A rese拱形report written by Priest Roana. It contains rese拱形on how curses are made. 
ITEM_20150323_004176	Priest Prozit的Rese拱形
ITEM_20150323_004177	A rese拱形report written by Priest Prozit. It contains rese拱形on the effects of curses. 
ITEM_20150323_004178	A 遗迹 that is treasu红色的by the Church. Unfortunately it的been dis卡片ed across the 大教堂. 
ITEM_20150323_004179	An orb that can detect holy power. It can help the user find the Graceful 遗迹. 
ITEM_20150323_004180	Colifly 羽翼 
ITEM_20150323_004181	A 恶魔 sample needed to reveal the secret of curses 
ITEM_20150323_004182	Ropetelem C矿石
ITEM_20150323_004183	Priest Yosana的Rese拱形Data 
ITEM_20150323_004184	A rese拱形report on curses written by Priest Yosana. He said it disappea红色的in the blink of an eye. 
ITEM_20150323_004185	卷轴 of Purification 
ITEM_20150323_004186	It can cleanse Demonic fluids with the holy aura of the 大教堂. Try using it on Demons. 
ITEM_20150323_004187	A holy 遗迹 treasu红色的by the Church. It conceals it护身之when it detects evil energies. 
ITEM_20150323_004188	A curse that is constantly spreading. It can't be destroyed in the usual way. 
ITEM_20150323_004189	Durable wood suitable for making a scarecrow and a fence. 
ITEM_20150323_004190	Mysterious Dagger 
ITEM_20150323_004191	 
ITEM_20150323_004192	Pink Chupaluka Fur 
ITEM_20150323_004193	A 魔物 used for making the scarecrow 
ITEM_20150323_004194	Ellom Leaves 
ITEM_20150323_004195	Leaves on Ellum的head. Elly needs them. 
ITEM_20150323_004196	Second Polluted Soil Sample  
ITEM_20150323_004197	A soil sample collected from around the Farmer的Cabin. It is severely polluted. 
ITEM_20150323_004198	First Polluted Soil Sample  
ITEM_20150323_004199	A soil sample collected from around the Abandoned Workshop. It is severely polluted. 
ITEM_20150323_004200	Tanu的Body Fluids 
ITEM_20150323_004201	Fluids extracted from organs of Tanu. Used in the purification 仪式s of the Druids. 
ITEM_20150323_004202	 
ITEM_20150323_004203	 
ITEM_20150323_004204	 
ITEM_20150323_004205	小型 Box found from the soil in the ground. The lock seems to be loose. 
ITEM_20150323_004206	Mirren的老旧的Bag 
ITEM_20150323_004207	A dirty bag. The name Mirren is embroide红色的on the inside. 
ITEM_20150323_004208	Leaf Nut Egg 
ITEM_20150323_004209	Leaf Nut Egg. It is assumed that it is useful as a material in Alchemy. 
ITEM_20150323_004210	Parasitic Eggs 
ITEM_20150323_004211	Parasitic Eggs 魔物 from the grape vine roots. Very nasty. 
ITEM_20150323_004212	黄金质Grapes 
ITEM_20150323_004213	 
ITEM_20150323_004214	Piece of 公鸭 Horn 
ITEM_20150323_004215	 
ITEM_20150323_004216	Stolen Grain Bag 
ITEM_20150323_004217	The stolen bag of grain that the mercenaries at Shatunga的Farms took as a bribe. 
ITEM_20150323_004218	Druid的Antidote 
ITEM_20150323_004219	Druid的special Antidote to neutralize the 毒性 of grapes 
ITEM_20150323_004220	Obedience 魔棒 
ITEM_20150323_004221	A 木质branch containing Druidic powers. It is said that it can subdue 魔物们. 
ITEM_20150323_004222	Druid的Empty Stone B猫头鹰
ITEM_20150323_004223	Special Stone B猫头鹰that Druid的初级rily use for 仪式s. It is currently empty. 
ITEM_20150323_004224	Water-Filled Stone B猫头鹰
ITEM_20150323_004225	Special Stone B猫头鹰that Druids 初级rily use for 仪式s. It is filled with water. 
ITEM_20150323_004226	Louis的Seed Bags 
ITEM_20150323_004227	Louis的important Seed Bags that have been brought up secretly from the 军人们. 
ITEM_20150323_004228	Bloody 项链 
ITEM_20150323_004229	G老旧的项链 with an engraved sentence that symbolizes the membership of the Shaton Family. There are traces of blood spatter. 
ITEM_20150323_004230	Stinger of Lauzinute 
ITEM_20150323_004231	Tail stinger to prove the defeat of Lauzinute. 
ITEM_20150323_004232	Valen的Medicine Bag 
ITEM_20150323_004233	Medicine bag that the Butler Valen orde红色的from Klaipeda. It contains the drug to cure an internal disease. 
ITEM_20150323_004234	Beeteross叶子 
ITEM_20150323_004235	Leaves that used to be on Beeteros' head. They seem to be convenient to use. 
ITEM_20150323_004236	黑色的Ridimed Sap 
ITEM_20150323_004237	魔物 sample requested by Researcher Gareth 
ITEM_20150323_004238	Tough Vermilion Sharkmolly Stem 
ITEM_20150323_004239	Pink Chupaluka 心脏 
ITEM_20150323_004240	Pyromancer的Requested 魔物 Sample 
ITEM_20150323_004241	Pyromancer的Rese拱形Material 
ITEM_20150323_004242	 
ITEM_20150323_004243	魔力Circle Inscribed 皮革
ITEM_20150323_004244	Fragment from when you destroyed the altar. 
ITEM_20150323_004245	Medicine the Hunter 大师之gave you 
ITEM_20150323_004246	Ridimed叶子 
ITEM_20150323_004247	An ingredient to make an antidote 
ITEM_20150323_004248	Mysterious 毒性 
ITEM_20150323_004249	毒性 which came out of an unidentified dagger. 
ITEM_20150323_004250	A scarecrow created by Louise 
ITEM_20150323_004251	魔力Purification Dev冰之
ITEM_20150323_004252	Apparatus for suppressing plant growth. 
ITEM_20150323_004253	小型 Plant Control Dev冰之
ITEM_20150323_004254	A plant control dev冰之given to you by Researcher Gareth 
ITEM_20150323_004255	Antidote Recipes 
ITEM_20150323_004256	Antidote Recipes written by Hunter Master. 
ITEM_20150323_004257	Essence of 黑色的Leadmed 
ITEM_20150323_004258	Vermilion Sharkmolly Essence 
ITEM_20150323_004259	Free Dungeon test item 
ITEM_20150401_004260	手镯 I 
ITEM_20150401_004261	老旧的罗马短剑 
ITEM_20150401_004262	粗糙的砍刀 
ITEM_20150401_004263	粗糙的卡斯卡拉 
ITEM_20150401_004264	老旧的弯刀 
ITEM_20150401_004265	老旧的半月刀 
ITEM_20150401_004266	老旧的卡斯卡拉 
ITEM_20150401_004267	优良的罗马短剑 
ITEM_20150401_004268	优良的砍刀 
ITEM_20150401_004269	优良的五指剑 
ITEM_20150401_004270	优良的军刀 
ITEM_20150401_004271	优良的弯刀 
ITEM_20150401_004272	老旧的巨刃 
ITEM_20150401_004273	优良的水纹剑 
ITEM_20150401_004274	优良的武士刀 
ITEM_20150401_004275	优良的双刃刀 
ITEM_20150401_004276	老旧的短小魔棒 
ITEM_20150401_004277	粗糙的久远的魔棒 
ITEM_20150401_004278	粗糙的漫游者手杖 
ITEM_20150401_004279	老旧的放逐者 魔棒 
ITEM_20150401_004280	老旧的猫头鹰魔棒 
ITEM_20150401_004281	老旧的漫游者手杖 
ITEM_20150401_004282	优良的短小魔棒 
ITEM_20150401_004283	优良的久远的魔棒 
ITEM_20150401_004284	优良的手杖 
ITEM_20150401_004285	优良的克鲁克弯钩 
ITEM_20150401_004286	优良的放逐者 魔棒 
ITEM_20150401_004287	老旧的轻型弓 
ITEM_20150401_004288	粗糙的短小弓 
ITEM_20150401_004289	粗糙的长弓 
ITEM_20150401_004290	老旧的手工造弓 
ITEM_20150401_004291	老旧的角弓 
ITEM_20150401_004292	老旧的长弓 
ITEM_20150401_004293	优良的轻型弓 
ITEM_20150401_004294	优良的短小弓 
ITEM_20150401_004295	优良的双合弓 
ITEM_20150401_004296	优良的护身之弓 
ITEM_20150401_004297	优良的手工造弓 
ITEM_20150401_004298	粗糙的轻型十字弓 
ITEM_20150401_004299	粗糙的十字弓 
ITEM_20150401_004300	老旧的欧克十字弓 
ITEM_20150401_004301	老旧的封印十字弓 
ITEM_20150401_004302	优良的轻型十字弓 
ITEM_20150401_004303	优良的单发弓 
ITEM_20150401_004304	优良的连发 弓 
ITEM_20150401_004305	优良的欧克十字弓 
ITEM_20150401_004306	Superior十字弓 
ITEM_20150401_004307	老旧的木质棒槌 
ITEM_20150401_004308	粗糙的锤 
ITEM_20150401_004309	老旧的古腾塔克长矛 
ITEM_20150401_004310	老旧的战争镐 
ITEM_20150401_004311	老旧的锤 
ITEM_20150401_004312	优良的木质棒槌 
ITEM_20150401_004313	优良的铁质棒槌 
ITEM_20150401_004314	优良的晨星 
ITEM_20150401_004315	优良的大木槌 
ITEM_20150401_004316	优良的古腾塔克长矛 
ITEM_20150401_004317	战斗 大木槌 
ITEM_20150401_004318	老旧的木质圆盾 
ITEM_20150401_004319	老旧的木质凯特 盾牌 
ITEM_20150401_004320	优良的凯特 盾牌 
ITEM_20150401_004321	优良的短小矛 
ITEM_20150401_004322	优良的戟 
ITEM_20150401_004323	粗糙的乌灯 权杖 
ITEM_20150401_004324	粗糙的欧克 权杖 
ITEM_20150401_004325	优良的木质权杖 
ITEM_20150401_004326	优良的权杖 
ITEM_20150401_004327	优良的六月权杖 
ITEM_20150401_004328	优良的乌木 权杖 
ITEM_20150401_004329	优良的钢质的权杖 
ITEM_20150401_004330	优良的矩形 权杖 
ITEM_20150401_004331	左轮枪 
ITEM_20150401_004332	燧发枪 
ITEM_20150401_004333	久远的手铳 
ITEM_20150401_004334	格里马的手套 
ITEM_20150401_004335	Unfinished tooltip. 
ITEM_20150401_004336	格里马的靴子 
ITEM_20150401_004337	森林之手套 
ITEM_20150401_004338	森林之靴子 
ITEM_20150401_004339	优良的鳞片 手套 
ITEM_20150401_004340	优良的鳞片 靴子 
ITEM_20150401_004341	优良的鳞片 绑腿 
ITEM_20150401_004342	优良的鳞片 铁甲 
ITEM_20150401_004343	君主 手套 
ITEM_20150401_004344	君主 靴子 
ITEM_20150401_004345	老旧的厚皮革手套 
ITEM_20150401_004346	老旧的厚皮革靴子 
ITEM_20150401_004347	老旧的厚皮革胖次 
ITEM_20150401_004348	老旧的厚皮革盔甲 
ITEM_20150401_004349	老旧的锁链 手套 
ITEM_20150401_004350	老旧的锁链 靴子 
ITEM_20150401_004351	老旧的锁链 胖次 
ITEM_20150401_004352	老旧的锁链铁甲 
ITEM_20150401_004353	老旧的钢质的锁链 手套 
ITEM_20150401_004354	老旧的钢质的锁链 靴子 
ITEM_20150401_004355	老旧的钢质的锁链 胖次 
ITEM_20150401_004356	老旧的钢质的锁链铁甲 
ITEM_20150401_004357	优良的棉绒 胖次 
ITEM_20150401_004358	优良的棉绒 盔甲 
ITEM_20150401_004359	优良的君主 手套 
ITEM_20150401_004360	优良的君主 靴子 
ITEM_20150401_004361	优良的君主 胖次 
ITEM_20150401_004362	优良的君主 礼服 
ITEM_20150401_004363	优良的锁子甲手套 
ITEM_20150401_004364	优良的锁子甲靴子 
ITEM_20150401_004365	优良的锁子甲胖次 
ITEM_20150401_004366	优良的锁子甲盔甲 
ITEM_20150401_004367	全包精金制护手 
ITEM_20150401_004368	全包精金制护胫 
ITEM_20150401_004369	全包精金制绑腿 
ITEM_20150401_004370	全包精金制盔甲 
ITEM_20150401_004371	费迪南的手套  
ITEM_20150401_004372	费迪南的靴子  
ITEM_20150401_004373	费迪南的胖次  
ITEM_20150401_004374	费迪南的礼服 
ITEM_20150401_004375	费迪南的皮革手套 
ITEM_20150401_004376	费迪南的皮革靴子  
ITEM_20150401_004377	费迪南的皮革胖次  
ITEM_20150401_004378	费迪南的皮革盔甲 
ITEM_20150401_004379	费迪南的护手 
ITEM_20150401_004380	费迪南的护胫 
ITEM_20150401_004381	费迪南的绑腿 
ITEM_20150401_004382	费迪南的盔甲 
ITEM_20150401_004383	大法师 手套 
ITEM_20150401_004384	大法师 靴子 
ITEM_20150401_004385	大法师 胖次 
ITEM_20150401_004386	大法师 礼服s 
ITEM_20150401_004387	猎人之手套 
ITEM_20150401_004388	猎人之靴子 
ITEM_20150401_004389	猎人之胖次 
ITEM_20150401_004390	猎人之盔甲 
ITEM_20150401_004391	守卫 护手 
ITEM_20150401_004392	守卫 护胫 
ITEM_20150401_004393	守卫 绑腿 
ITEM_20150401_004394	守卫 盔甲 
ITEM_20150401_004395	魔导 手套 
ITEM_20150401_004396	魔导 靴子 
ITEM_20150401_004397	魔导 胖次 
ITEM_20150401_004398	魔导 礼服s 
ITEM_20150401_004399	游侠的手套 
ITEM_20150401_004400	游侠的靴子 
ITEM_20150401_004401	游侠的胖次 
ITEM_20150401_004402	游侠的紧身衣 
ITEM_20150401_004403	步兵 护手 
ITEM_20150401_004404	步兵 护胫 
ITEM_20150401_004405	步兵 绑腿 
ITEM_20150401_004406	步兵 盔甲 
ITEM_20150401_004407	拱形魔导 手套 
ITEM_20150401_004408	拱形魔导 靴子 
ITEM_20150401_004409	拱形魔导 胖次 
ITEM_20150401_004410	拱形魔导 礼服s 
ITEM_20150401_004411	优良的游侠的手套 
ITEM_20150401_004412	优良的游侠的靴子 
ITEM_20150401_004413	优良的游侠的胖次 
ITEM_20150401_004414	优良的游侠的紧身衣 
ITEM_20150401_004415	优良的步兵 护手 
ITEM_20150401_004416	优良的步兵 护胫 
ITEM_20150401_004417	优良的步兵 绑腿 
ITEM_20150401_004418	优良的步兵 盔甲 
ITEM_20150401_004419	图书管理员 手套 
ITEM_20150401_004420	图书管理员 靴子 
ITEM_20150401_004421	图书管理员 胖次 
ITEM_20150401_004422	图书管理员 礼服s 
ITEM_20150401_004423	老兵的 手套 
ITEM_20150401_004424	老兵的 靴子 
ITEM_20150401_004425	老兵的 胖次 
ITEM_20150401_004426	老兵的 紧身衣 
ITEM_20150401_004427	骑士 护手 
ITEM_20150401_004428	骑士 护胫 
ITEM_20150401_004429	骑士 绑腿 
ITEM_20150401_004430	骑士 盔甲 
ITEM_20150401_004431	优良的格里马的手套 
ITEM_20150401_004432	优良的格里马的靴子 
ITEM_20150401_004433	优良的格里马的胖次 
ITEM_20150401_004434	优良的格里马的礼服s 
ITEM_20150401_004435	马格纳斯 手套 
ITEM_20150401_004436	马格纳斯 靴子 
ITEM_20150401_004437	马格纳斯 礼服s 
ITEM_20150401_004438	优良的靴子 
ITEM_20150401_004439	罗伦莎的木质项链 
ITEM_20150401_004440	罗伦莎的铁质项链 
ITEM_20150401_004441	罗伦莎的钢质的项链 
ITEM_20150401_004442	罗伦莎的护符 
ITEM_20150401_004443	罗伦莎 Klaipeda的锁链 
ITEM_20150401_004444	仪式 项链 
ITEM_20150401_004445	优良的仪式 项链 
ITEM_20150401_004446	钥匙坠饰 
ITEM_20150401_004447	优良的钥匙坠饰 
ITEM_20150401_004448	Sage的项链 
ITEM_20150401_004449	轻型罗伦莎的手环 
ITEM_20150401_004450	优良的罗伦莎的手环 
ITEM_20150401_004451	罗伦莎的环状 手镯 
ITEM_20150401_004452	罗伦莎的Noble 手镯 
ITEM_20150401_004453	优良的手环 of 生命 
ITEM_20150401_004454	优良的Magical 手环 
ITEM_20150401_004455	优良的手环 of Accuracy 
ITEM_20150401_004456	轻型优良的手环 
ITEM_20150401_004457	罗伦莎 Klaipeda的手镯 
ITEM_20150401_004458	优良的手环 
ITEM_20150401_004459	Gem  手镯 
ITEM_20150401_004460	Pearl 手镯 
ITEM_20150401_004461	优良的Pearl 手镯 
ITEM_20150401_004462	优良的符文手镯 
ITEM_20150401_004463	Star 手镯 
ITEM_20150401_004464	Cataphract 外袍 
ITEM_20150401_004465	GM 外袍 
ITEM_20150401_004466	项链 收藏集 of 5 Sins 
ITEM_20150401_004467	A 收藏集 of five 项链s. Each 项链 is inscribed with one of the five topics of a pilgrim的path. Made by Mayburn, the founder of the 大教堂. You can register them in the 魔力Association NPC的收藏集 Window with a right click. 
ITEM_20150401_004468	老旧的口帕 Shell 
ITEM_20150401_004469	Ridimed Stem 
ITEM_20150401_004470	Meduja Tentacle 
ITEM_20150401_004471	Bite Stinger 
ITEM_20150401_004472	Griba Stem 
ITEM_20150401_004473	Meleech Shell 
ITEM_20150401_004474	Tsurikaki Stem 
ITEM_20150401_004475	Treegul Stem 
ITEM_20150401_004476	Cronewt 骨头s 
ITEM_20150401_004477	Hoglan Beak 
ITEM_20150401_004478	Ducky 皮革
ITEM_20150401_004479	口帕 羽翼s 
ITEM_20150401_004480	Kepo Skin 
ITEM_20150401_004481	Kepo Downy Fur 
ITEM_20150401_004482	Rondo Shell 
ITEM_20150401_004483	Kodomor 棘刺的
ITEM_20150401_004484	Lomor叶子 
ITEM_20150401_004485	红色的精金制
ITEM_20150401_004486	Moya Fragment  
ITEM_20150401_004487	Colifly Stamen 
ITEM_20150401_004488	Loftlem Debris 
ITEM_20150401_004489	Infro Blood Stem 
ITEM_20150401_004490	Chupaluka Fur 
ITEM_20150401_004491	Pilgrim Dalas' Corpse 
ITEM_20150401_004492	Faded Star轻型水晶 
ITEM_20150401_004493	A 水晶 that shines with starlight. What it reveals is a mystery. 
ITEM_20150401_004494	Star Stone 水晶 
ITEM_20150401_004495	A 小型药片 of Star Stone. Reacts with other药片s of Star Stone. 
ITEM_20150401_004496	 
ITEM_20150401_004497	 
ITEM_20150401_004498	Explosives 
ITEM_20150401_004499	Dungeon Item 
ITEM_20150401_004500	A explosive used by workers during the building of the Fortress 战斗 Field of the Earth. Highly flammable. 
ITEM_20150401_004501	Flask of the King的Vo冰之
ITEM_20150401_004502	It is rumo红色的that the king的vo冰之can be heard from the barracks of the 古墓守卫s. 
ITEM_20150401_004503	Hastily Prepa红色的Bread 
ITEM_20150401_004504	A warm loaf of Snack bread received from Marus. 
ITEM_20150401_004505	Rotten Bread 
ITEM_20150401_004506	Rotten Snack Bread 
ITEM_20150401_004507	Fresh Bread 
ITEM_20150401_004508	A loaf of snack bread that is still fresh. 
ITEM_20150401_004509	魔力doll that Rimas gave to Arunas. It removes unusual energies when burned in a 魔力circle. 
ITEM_20150401_004510	木质Stick 
ITEM_20150401_004511	 
ITEM_20150401_004512	魔物 皮革
ITEM_20150401_004513	皮革obtained from 魔物们. It is used as a material to various 武器. 
ITEM_20150401_004514	Uprooted Leiole 
ITEM_20150401_004515	 
ITEM_20150401_004516	Orange Dandel 羽翼药片 
ITEM_20150401_004517	Orange Dandel 羽翼药片. Since it的not particularly useful as firewood, let us keep the 火焰put. 
ITEM_20150401_004518	魔力Control 水晶 Fragment 
ITEM_20150401_004519	It can surpress 魔力when set up in areas where there is strong magic. 
ITEM_20150401_004520	红色的水晶 
ITEM_20150401_004521	A 水晶 that guides the user to mystical places 
ITEM_20150406_004522	优良的小木槌 
ITEM_20150406_004523	Sprinkler 
ITEM_20150406_004524	Vuvuzela 
ITEM_20150406_004525	Snow 鲜花 Spray 
ITEM_20150406_004526	Metal Detector 
ITEM_20150406_004527	Dumbbell 
ITEM_20150406_004528	Bubble Wrap 
ITEM_20150406_004529	Air Purification 水晶 
ITEM_20150406_004530	水晶 gained by processing a 水晶 Fragment. {nl}It can be used to clear the gas of 2nd Mine Lot. 
ITEM_20150406_004531	Growth Enhancement 水晶 
ITEM_20150406_004532	水晶 gained by processing a 水晶 Fragment. {nl}It can be used to 速度 growth. 
ITEM_20150406_004533	Fortune 水晶 
ITEM_20150406_004534	水晶 gained by processing a 水晶 Fragment. {nl}It can be used to find m矿石money. 
ITEM_20150406_004535	Life 水晶 
ITEM_20150406_004536	水晶 gained by processing a 水晶 Fragment. {nl}It can be used to rest矿石HP. 
ITEM_20150406_004537	Composure 水晶 
ITEM_20150406_004538	水晶 gained by processing a 水晶 Fragment. {nl}It can be used to rest矿石MP. 
ITEM_20150406_004539	Swiftness 水晶 
ITEM_20150406_004540	水晶 gained by processing a 水晶 Fragment. {nl}It can be used to 提升移动速度. 
ITEM_20150406_004541	Ground 水晶 Powder 
ITEM_20150406_004542	Powder gained by grinding a 水晶 Fragment. {nl}It can be used to detect hidden 魔物们 in 2nd Mine Lot. 
ITEM_20150406_004543	红色的Resonance 水晶 
ITEM_20150406_004544	水晶 gained by processing a 水晶 Fragment. {nl}It can be used to resonate with the special 水晶 of 2nd Mine Lot的2nd Gallery. 
ITEM_20150406_004545	Blue Resonance 水晶 
ITEM_20150406_004546	Yel低端的Resonance 水晶 
ITEM_20150406_004547	Dispeller 
ITEM_20150406_004548	Anti-魔力
ITEM_20150406_004549	Barbed Arrow 
ITEM_20150406_004550	There are barbed. 增加了 an on-hit effect. 
ITEM_20150406_004551	水晶 Fragment 
ITEM_20150406_004552	A 水晶 fragment that can be obtained from the 2nd Mine Lot. 
ITEM_20150406_004553	Singijeon 
ITEM_20150406_004554	An arrow with an explosive payload. 
ITEM_20150406_004555	魔力Arrow 
ITEM_20150406_004556	These arrows contain magical powers. 
ITEM_20150406_004557	An experimental bomb created by the Sapper Master.{nl}The throw distance can be controlled by holding down the key. 
ITEM_20150406_004558	Sharp Canine 
ITEM_20150406_004559	An orb that can destroy Demonic enchantments. You can gather energy by using it around Austeja的Altar. 
ITEM_20150406_004560	Houberg的Mark 
ITEM_20150406_004561	It is a mark of proof from Houberg that he handed out to his men. 
ITEM_20150406_004562	Fragment of Nuaele 
ITEM_20150406_004563	Fragment of Nuaele that was used to dominate demons 魔物们. 
ITEM_20150406_004564	Expedition Memento 
ITEM_20150406_004565	Expedition Memento of the ones who were brutally murde红色的by the demons. 
ITEM_20150406_004566	Opaque Refining Solution 
ITEM_20150406_004567	A bottle given to you by 巫师的Rimas, who claims it contains the purified 力量 of 魔物们. 
ITEM_20150406_004568	Sticky Sap 
ITEM_20150406_004569	Grain Pouch 
ITEM_20150406_004570	Grain pouch retrieved from 魔物们. Some of it has been eaten. 
ITEM_20150406_004571	木质魔棒 
ITEM_20150406_004572	木质魔棒 cut from nearby fences. There are plans to make it in给一把武器. 
ITEM_20150406_004573	Soft 皮革
ITEM_20150406_004574	Pot that can collect the 毒性 of 魔物们. 
ITEM_20150406_004575	A p低端的for ploughing fields. It has a keen 匕首. 
ITEM_20150406_004576	A spade for clea环状 weeds. It has a sharp 点数. 
ITEM_20150406_004577	Farm equipment for making furrows. It has a sharp 点数. 
ITEM_20150406_004578	Farm equipment for removing stones. It is well made. 
ITEM_20150406_004579	Farm equipment for separating fields. It has a lot of sharp 点数. 
ITEM_20150406_004580	Fresh Meat 
ITEM_20150406_004581	Magical Stone of Blessing 
ITEM_20150406_004582	Orange Dandel 羽翼p冰之
ITEM_20150406_004583	羽翼 of an Orange Dandel. Seems flammable. 
ITEM_20150406_004584	Varkis' Rese拱形Material (1) 
ITEM_20150406_004585	Varkis' Rese拱形Material 
ITEM_20150406_004586	Varkis' Rese拱形Material (2) 
ITEM_20150406_004587	Varkis' Rese拱形Material (3) 
ITEM_20150406_004588	Varkis' Rese拱形Material (4) 
ITEM_20150406_004589	Lizardman Toenail 
ITEM_20150406_004590	Sharp claws of the Lizardmen. Elly needs them. 
ITEM_20150406_004591	Tama Body Fluid 
ITEM_20150406_004592	Tama Body Fluids. Used in the purification 仪式s of the Druids. 
ITEM_20150406_004593	 
ITEM_20150406_004594	Tama叶子 
ITEM_20150406_004595	老旧的Leaves stuck on top of the Shell of Tama. They seem to be intertwined with the shell. 
ITEM_20150406_004596	Young Grapevine Root 
ITEM_20150406_004597	Young Grapevine Roots dug under the grape vines. 
ITEM_20150406_004598	短小Tree Root Fragment 
ITEM_20150406_004599	 
ITEM_20150406_004600	Stone B猫头鹰containing a lot of water. The unique aura seems to attract 魔物们. 
ITEM_20150406_004601	Snout of Pink Tree Root Mole 
ITEM_20150406_004602	 
ITEM_20150414_004603	Tag 弓 
ITEM_20150414_004604	Accuracy十字弓 
ITEM_20150414_004605	Toy 平地锤 
ITEM_20150414_004606	Grand Spontoon 
ITEM_20150414_004607	Dagger (Pierce) 
ITEM_20150414_004608	优良的Knife 
ITEM_20150414_004609	优良的Dirk Dagger 
ITEM_20150414_004610	优良的Main Gauche 
ITEM_20150414_004611	手铳 (Shot) 
ITEM_20150414_004612	棉花手套 
ITEM_20150414_004613	棉花靴子 
ITEM_20150414_004614	棉花胖次 
ITEM_20150414_004615	棉花礼服s 
ITEM_20150414_004616	Don't test this 盔甲的魔力防御 by intentionally getting hit. 
ITEM_20150414_004617	Watchman 手套 
ITEM_20150414_004618	Equipment used by watchmen. 
ITEM_20150414_004619	Watchman 靴子 
ITEM_20150414_004620	Watchman 胖次 
ITEM_20150414_004621	Watchman 紧身衣 
ITEM_20150414_004622	Pied Piper 外袍 
ITEM_20150414_004623	Wate环状 Can 
ITEM_20150414_004624	Detector 
ITEM_20150414_004625	5kg Dumbbell 
ITEM_20150414_004626	When you pop the bubbles, you feel better. 
ITEM_20150414_004627	Defeated Flag 
ITEM_20150414_004628	A mushroom with a hint of a woody scent. 
ITEM_20150414_004629	White Bread 
ITEM_20150414_004630	A soft, white bread. It tastes better if jam is spread on it. 
ITEM_20150414_004631	Lettuce 
ITEM_20150414_004632	A vegetable with a crunchy texture. 
ITEM_20150414_004633	Milk 
ITEM_20150414_004634	Fresh and refreshing milk. 
ITEM_20150414_004635	Infro Rocktor Shell 
ITEM_20150414_004636	A sturdy shell with a hexagonal pattern on it. Obtained from Infro Rocktors. 
ITEM_20150414_004637	Yekubite Antennae 
ITEM_20150414_004638	A thin, 点数y feeler. Obtained from Yekubites. 
ITEM_20150414_004639	Infro Birk Shell 
ITEM_20150414_004640	Thin, but capable of withstanding tremendous pressure. Obtained from Infrom Birks. 
ITEM_20150414_004641	红色的Infro Rocktor Shell 
ITEM_20150414_004642	An angular, hardened shell. Obtained from 红色的Infro Rocktors. 
ITEM_20150414_004643	Obtained from 黑色的Desmoduses. 
ITEM_20150414_004644	Phlogistone 
ITEM_20150414_004645	A mysterious stone with the power of fire. Purchased from the Fletcher Master. 
ITEM_20150414_004646	Infro Rocktor 骨头 
ITEM_20150414_004647	The 骨头s of an Infro Rocktor are just as sturdy as the shell. Obtained from Infro Rocktors. 
ITEM_20150414_004648	Yekubite Teeth 
ITEM_20150414_004649	Teeth that developed to grind meat. Obtained from Yekubites. 
ITEM_20150414_004650	Yekubite 水晶 
ITEM_20150414_004651	A 水晶 that only grows on the tail of Yekubite, it grows in size as the 魔物 ages. Obtained from Yekubites. 
ITEM_20150414_004652	Infro Holder 骨头s 
ITEM_20150414_004653	Obtained from Infro Holders. 
ITEM_20150414_004654	Venom 
